record_id,date,year,month,day,day_of_year,week_of_year,season,month_sin,month_cos,rainfall_mm,rainfall_intensity,rain_lag1,rain_lag2,rain_lag3,rain_cumul_3day,rain_cumul_5day,rain_cumul_7day,rain_rolling_avg_7d,rain_rolling_avg_30d,rain_exceed_50mm,rain_exceed_100mm,consecutive_rain_days,typhoon_active,typhoon_signal,typhoon_name,typhoon_category,typhoon_max_wind_kph,days_to_typhoon,days_since_typhoon,antecedent_moisture,land_use_code,flood_occurred,flood_depth_m,flood_duration_hrs,flood_severity
1438,2023-12-08,2023,12,8,342,49,0,-0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.49,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1439,2023-12-09,2023,12,9,343,49,0,-0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.49,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1440,2023-12-10,2023,12,10,344,49,0,-0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.49,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1441,2023-12-11,2023,12,11,345,50,0,-0.0,1.0,38.6,3,0.0,0.0,0.0,38.6,38.6,38.6,5.51,22.7,0,0,1,0,0,,0.0,,,,0.12,1,0,,,0
1442,2023-12-12,2023,12,12,346,50,0,-0.0,1.0,0.0,0,38.6,0.0,0.0,38.6,38.6,38.6,5.51,22.7,0,0,0,0,0,,0.0,,,,0.12,1,0,,,0
1443,2023-12-13,2023,12,13,347,50,0,-0.0,1.0,0.0,0,0.0,38.6,0.0,38.6,38.6,38.6,5.51,18.9,0,0,0,0,0,,0.0,,,,0.12,1,0,,,0
1444,2023-12-14,2023,12,14,348,50,0,-0.0,1.0,24.3,3,0.0,0.0,38.6,24.3,62.9,62.9,8.99,19.71,0,0,1,0,0,,0.0,,,,0.16,1,0,,,0
1445,2023-12-15,2023,12,15,349,50,0,-0.0,1.0,0.0,0,24.3,0.0,0.0,24.3,62.9,62.9,8.99,19.71,0,0,0,0,0,,0.0,,,,0.16,1,0,,,0
1446,2023-12-16,2023,12,16,350,50,0,-0.0,1.0,15.4,3,0.0,24.3,0.0,39.7,39.7,78.3,11.19,16.51,0,0,1,0,0,,0.0,,,,0.18,1,0,,,0
1447,2023-12-17,2023,12,17,351,50,0,-0.0,1.0,0.0,0,15.4,0.0,24.3,15.4,39.7,78.3,11.19,16.51,0,0,0,0,0,,0.0,,,,0.18,1,0,,,0
1448,2023-12-18,2023,12,18,352,51,0,-0.0,1.0,20.5,3,0.0,15.4,0.0,35.9,60.2,60.2,8.6,15.71,0,0,1,0,0,,0.0,,,,0.15,1,0,,,0
1449,2023-12-19,2023,12,19,353,51,0,-0.0,1.0,0.0,0,20.5,0.0,15.4,20.5,35.9,60.2,8.6,14.69,0,0,0,0,0,,0.0,,,,0.15,1,0,,,0
1450,2023-12-20,2023,12,20,354,51,0,-0.0,1.0,28.7,3,0.0,20.5,0.0,49.2,64.6,88.9,12.7,15.3,0,0,1,0,0,,0.0,,,,0.2,1,1,0.3,8.0,1
1451,2023-12-21,2023,12,21,355,51,0,-0.0,1.0,6.5,2,28.7,0.0,20.5,35.2,55.7,71.1,10.16,15.52,0,0,2,0,0,,0.0,,,,0.22,1,0,,,0
1452,2023-12-22,2023,12,22,356,51,0,-0.0,1.0,0.0,0,6.5,28.7,0.0,35.2,55.7,71.1,10.16,13.75,0,0,0,0,0,,0.0,,,,0.17,1,0,,,0
1453,2023-12-23,2023,12,23,357,51,0,-0.0,1.0,0.5,1,0.0,6.5,28.7,7.0,35.7,56.2,8.03,12.66,0,0,1,0,0,,0.0,,,,0.15,1,0,,,0
1454,2023-12-24,2023,12,24,358,51,0,-0.0,1.0,0.0,0,0.5,0.0,6.5,0.5,35.7,56.2,8.03,9.84,0,0,0,0,0,,0.0,,,,0.15,1,0,,,0
1455,2023-12-25,2023,12,25,359,52,0,-0.0,1.0,24.9,3,0.0,0.5,0.0,25.4,31.9,60.6,8.66,9.33,0,0,1,0,0,,0.0,,,,0.15,1,0,,,0
1456,2023-12-26,2023,12,26,360,52,0,-0.0,1.0,0.0,0,24.9,0.0,0.5,24.9,25.4,60.6,8.66,7.94,0,0,0,0,0,,0.0,,,,0.15,1,0,,,0
1457,2023-12-27,2023,12,27,361,52,0,-0.0,1.0,0.0,0,0.0,24.9,0.0,24.9,25.4,31.9,4.56,7.32,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
1458,2023-12-28,2023,12,28,362,52,0,-0.0,1.0,0.0,0,0.0,0.0,24.9,0.0,24.9,25.4,3.63,6.24,0,0,0,0,0,,0.0,,,,0.09,1,0,,,0
1459,2023-12-29,2023,12,29,363,52,0,-0.0,1.0,30.2,3,0.0,0.0,0.0,30.2,55.1,55.6,7.94,7.24,0,0,1,0,0,,0.0,,,,0.15,1,0,,,0
1460,2023-12-30,2023,12,30,364,52,0,-0.0,1.0,0.0,0,30.2,0.0,0.0,30.2,30.2,55.1,7.87,7.24,0,0,0,0,0,,0.0,,,,0.14,1,0,,,0
1461,2023-12-31,2023,12,31,365,52,0,-0.0,1.0,0.0,0,0.0,30.2,0.0,30.2,30.2,55.1,7.87,6.32,0,0,0,0,0,,0.0,,,,0.14,1,1,0.5,8.0,1
1462,2024-01-01,2024,1,1,1,1,0,0.5,0.866025,0.0,0,0.0,0.0,30.2,0.0,30.2,30.2,4.31,6.32,0,0,0,0,0,,0.0,,,,0.1,1,1,0.3,10.0,1
1463,2024-01-02,2024,1,2,2,1,0,0.5,0.866025,0.0,0,0.0,0.0,0.0,0.0,30.2,30.2,4.31,6.32,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
1464,2024-01-03,2024,1,3,3,1,0,0.5,0.866025,0.0,0,0.0,0.0,0.0,0.0,0.0,30.2,4.31,6.32,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
1465,2024-01-04,2024,1,4,4,1,0,0.5,0.866025,0.0,0,0.0,0.0,0.0,0.0,0.0,30.2,4.31,6.32,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
1466,2024-01-05,2024,1,5,5,1,0,0.5,0.866025,27.4,3,0.0,0.0,0.0,27.4,27.4,27.4,3.91,7.23,0,0,1,0,0,,0.0,,,,0.1,1,0,,,0
1467,2024-01-06,2024,1,6,6,1,0,0.5,0.866025,0.0,0,27.4,0.0,0.0,27.4,27.4,27.4,3.91,7.23,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
1468,2024-01-07,2024,1,7,7,1,0,0.5,0.866025,0.0,0,0.0,27.4,0.0,27.4,27.4,27.4,3.91,7.23,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
1469,2024-01-08,2024,1,8,8,2,0,0.5,0.866025,0.0,0,0.0,0.0,27.4,0.0,27.4,27.4,3.91,7.23,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
1470,2024-01-09,2024,1,9,9,2,0,0.5,0.866025,0.0,0,0.0,0.0,0.0,0.0,27.4,27.4,3.91,7.23,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
1471,2024-01-10,2024,1,10,10,2,0,0.5,0.866025,0.0,0,0.0,0.0,0.0,0.0,0.0,27.4,3.91,5.95,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
1472,2024-01-11,2024,1,11,11,2,0,0.5,0.866025,19.1,3,0.0,0.0,0.0,19.1,19.1,46.5,6.64,6.58,0,0,1,0,0,,0.0,,,,0.13,1,0,,,0
1473,2024-01-12,2024,1,12,12,2,0,0.5,0.866025,15.8,3,19.1,0.0,0.0,34.9,34.9,34.9,4.99,7.11,0,0,2,0,0,,0.0,,,,0.16,1,0,,,0
1474,2024-01-13,2024,1,13,13,2,0,0.5,0.866025,0.0,0,15.8,19.1,0.0,34.9,34.9,34.9,4.99,6.3,0,0,0,0,0,,0.0,,,,0.11,1,0,,,0
1475,2024-01-14,2024,1,14,14,2,0,0.5,0.866025,26.7,3,0.0,15.8,19.1,42.5,61.6,61.6,8.8,7.19,0,0,1,0,0,,0.0,,,,0.16,1,0,,,0
1476,2024-01-15,2024,1,15,15,3,0,0.5,0.866025,0.0,0,26.7,0.0,15.8,26.7,61.6,61.6,8.8,6.68,0,0,0,0,0,,0.0,,,,0.16,1,0,,,0
1477,2024-01-16,2024,1,16,16,3,0,0.5,0.866025,37.0,3,0.0,26.7,0.0,63.7,79.5,98.6,14.09,7.91,0,0,1,0,0,,0.0,,,,0.22,1,0,,,0
1478,2024-01-17,2024,1,17,17,3,0,0.5,0.866025,0.0,0,37.0,0.0,26.7,37.0,63.7,98.6,14.09,7.23,0,0,0,0,0,,0.0,,,,0.22,1,0,,,0
1479,2024-01-18,2024,1,18,18,3,0,0.5,0.866025,0.0,0,0.0,37.0,0.0,37.0,63.7,79.5,11.36,7.23,0,0,0,0,0,,0.0,,,,0.19,1,0,,,0
1480,2024-01-19,2024,1,19,19,3,0,0.5,0.866025,0.0,0,0.0,0.0,37.0,0.0,37.0,63.7,9.1,6.27,0,0,0,0,0,,0.0,,,,0.16,1,0,,,0
1481,2024-01-20,2024,1,20,20,3,0,0.5,0.866025,0.0,0,0.0,0.0,0.0,0.0,37.0,63.7,9.1,6.05,0,0,0,0,0,,0.0,,,,0.16,1,0,,,0
1482,2024-01-21,2024,1,21,21,3,0,0.5,0.866025,0.0,0,0.0,0.0,0.0,0.0,0.0,37.0,5.29,6.05,0,0,0,0,0,,0.0,,,,0.11,1,0,,,0
1483,2024-01-22,2024,1,22,22,4,0,0.5,0.866025,0.0,0,0.0,0.0,0.0,0.0,0.0,37.0,5.29,6.04,0,0,0,0,0,,0.0,,,,0.11,1,0,,,0
1484,2024-01-23,2024,1,23,23,4,0,0.5,0.866025,27.2,3,0.0,0.0,0.0,27.2,27.2,27.2,3.89,6.94,0,0,1,0,0,,0.0,,,,0.1,1,0,,,0
1485,2024-01-24,2024,1,24,24,4,0,0.5,0.866025,0.0,0,27.2,0.0,0.0,27.2,27.2,27.2,3.89,6.11,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
1486,2024-01-25,2024,1,25,25,4,0,0.5,0.866025,0.0,0,0.0,27.2,0.0,27.2,27.2,27.2,3.89,6.11,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
1487,2024-01-26,2024,1,26,26,4,0,0.5,0.866025,0.0,0,0.0,0.0,27.2,0.0,27.2,27.2,3.89,6.11,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
1488,2024-01-27,2024,1,27,27,4,0,0.5,0.866025,0.0,0,0.0,0.0,0.0,0.0,27.2,27.2,3.89,6.11,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
1489,2024-01-28,2024,1,28,28,4,0,0.5,0.866025,0.0,0,0.0,0.0,0.0,0.0,0.0,27.2,3.89,5.11,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
1490,2024-01-29,2024,1,29,29,5,0,0.5,0.866025,0.0,0,0.0,0.0,0.0,0.0,0.0,27.2,3.89,5.11,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
1491,2024-01-30,2024,1,30,30,5,0,0.5,0.866025,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1492,2024-01-31,2024,1,31,31,5,0,0.5,0.866025,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1493,2024-02-01,2024,2,1,32,5,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1494,2024-02-02,2024,2,2,33,5,0,0.866025,0.5,1.8,1,0.0,0.0,0.0,1.8,1.8,1.8,0.26,5.17,0,0,1,0,0,,0.0,,,,0.05,1,0,,,0
1495,2024-02-03,2024,2,3,34,5,0,0.866025,0.5,0.0,0,1.8,0.0,0.0,1.8,1.8,1.8,0.26,5.17,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1496,2024-02-04,2024,2,4,35,5,0,0.866025,0.5,0.0,0,0.0,1.8,0.0,1.8,1.8,1.8,0.26,4.25,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1497,2024-02-05,2024,2,5,36,6,0,0.866025,0.5,0.0,0,0.0,0.0,1.8,0.0,1.8,1.8,0.26,4.25,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1498,2024-02-06,2024,2,6,37,6,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,1.8,1.8,0.26,4.25,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1499,2024-02-07,2024,2,7,38,6,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,1.8,0.26,4.25,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1500,2024-02-08,2024,2,8,39,6,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,1.8,0.26,4.25,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1501,2024-02-09,2024,2,9,40,6,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1502,2024-02-10,2024,2,10,41,6,0,0.866025,0.5,8.3,3,0.0,0.0,0.0,8.3,8.3,8.3,1.19,3.89,0,0,1,0,0,,0.0,,,,0.06,1,0,,,0
1503,2024-02-11,2024,2,11,42,6,0,0.866025,0.5,0.0,0,8.3,0.0,0.0,8.3,8.3,8.3,1.19,3.37,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0
1504,2024-02-12,2024,2,12,43,7,0,0.866025,0.5,0.0,0,0.0,8.3,0.0,8.3,8.3,8.3,1.19,3.37,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0
1505,2024-02-13,2024,2,13,44,7,0,0.866025,0.5,13.2,3,0.0,0.0,8.3,13.2,21.5,21.5,3.07,2.92,0,0,1,0,0,,0.0,,,,0.09,1,0,,,0
1506,2024-02-14,2024,2,14,45,7,0,0.866025,0.5,0.7,1,13.2,0.0,0.0,13.9,22.2,22.2,3.17,2.94,0,0,2,0,0,,0.0,,,,0.14,1,0,,,0
1507,2024-02-15,2024,2,15,46,7,0,0.866025,0.5,0.0,0,0.7,13.2,0.0,13.9,13.9,22.2,3.17,1.71,0,0,0,0,0,,0.0,,,,0.09,1,0,,,0
1508,2024-02-16,2024,2,16,47,7,0,0.866025,0.5,0.0,0,0.0,0.7,13.2,0.7,13.9,22.2,3.17,1.71,0,0,0,0,0,,0.0,,,,0.09,1,0,,,0
1509,2024-02-17,2024,2,17,48,7,0,0.866025,0.5,0.0,0,0.0,0.0,0.7,0.0,13.9,13.9,1.99,1.71,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
1510,2024-02-18,2024,2,18,49,7,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.7,13.9,1.99,1.71,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
1511,2024-02-19,2024,2,19,50,8,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,13.9,1.99,1.71,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
1512,2024-02-20,2024,2,20,51,8,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,1.71,0,0,0,0,0,,0.0,,,,0.05,1,1,0.3,10.0,1
1513,2024-02-21,2024,2,21,52,8,0,0.866025,0.5,9.9,3,0.0,0.0,0.0,9.9,9.9,9.9,1.41,2.04,0,0,1,0,0,,0.0,,,,0.07,1,0,,,0
1514,2024-02-22,2024,2,22,53,8,0,0.866025,0.5,0.0,0,9.9,0.0,0.0,9.9,9.9,9.9,1.41,1.13,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
1515,2024-02-23,2024,2,23,54,8,0,0.866025,0.5,0.4,1,0.0,9.9,0.0,10.3,10.3,10.3,1.47,1.14,0,0,1,0,0,,0.0,,,,0.07,1,0,,,0
1516,2024-02-24,2024,2,24,55,8,0,0.866025,0.5,0.0,0,0.4,0.0,9.9,0.4,10.3,10.3,1.47,1.14,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
1517,2024-02-25,2024,2,25,56,8,0,0.866025,0.5,0.0,0,0.0,0.4,0.0,0.4,10.3,10.3,1.47,1.14,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
1518,2024-02-26,2024,2,26,57,9,0,0.866025,0.5,1.9,1,0.0,0.0,0.4,1.9,2.3,12.2,1.74,1.21,0,0,1,0,0,,0.0,,,,0.07,1,0,,,0
1519,2024-02-27,2024,2,27,58,9,0,0.866025,0.5,0.0,0,1.9,0.0,0.0,1.9,2.3,12.2,1.74,1.21,0,0,0,0,0,,0.0,,,,0.07,1,1,0.3,10.0,1
1520,2024-02-28,2024,2,28,59,9,0,0.866025,0.5,0.0,0,0.0,1.9,0.0,1.9,1.9,2.3,0.33,1.21,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1521,2024-02-29,2024,2,29,60,9,0,0.866025,0.5,0.0,0,0.0,0.0,1.9,0.0,1.9,2.3,0.33,1.21,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1522,2024-03-01,2024,3,1,61,9,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.9,1.9,0.27,1.21,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1523,2024-03-02,2024,3,2,62,9,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.9,0.27,1.21,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1524,2024-03-03,2024,3,3,63,9,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.9,0.27,1.15,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1525,2024-03-04,2024,3,4,64,10,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1526,2024-03-05,2024,3,5,65,10,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1527,2024-03-06,2024,3,6,66,10,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1528,2024-03-07,2024,3,7,67,10,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1529,2024-03-08,2024,3,8,68,10,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1530,2024-03-09,2024,3,9,69,10,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1531,2024-03-10,2024,3,10,70,10,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1532,2024-03-11,2024,3,11,71,11,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1533,2024-03-12,2024,3,12,72,11,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1534,2024-03-13,2024,3,13,73,11,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1535,2024-03-14,2024,3,14,74,11,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1536,2024-03-15,2024,3,15,75,11,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1537,2024-03-16,2024,3,16,76,11,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1538,2024-03-17,2024,3,17,77,11,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1539,2024-03-18,2024,3,18,78,12,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1540,2024-03-19,2024,3,19,79,12,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0,0,0,0,0,,0.0,,,,0.05,1,1,0.4,6.0,1
1541,2024-03-20,2024,3,20,80,12,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1542,2024-03-21,2024,3,21,81,12,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1543,2024-03-22,2024,3,22,82,12,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1544,2024-03-23,2024,3,23,83,12,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1545,2024-03-24,2024,3,24,84,12,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1546,2024-03-25,2024,3,25,85,13,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1547,2024-03-26,2024,3,26,86,13,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1548,2024-03-27,2024,3,27,87,13,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1549,2024-03-28,2024,3,28,88,13,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1550,2024-03-29,2024,3,29,89,13,0,1.0,0.0,14.4,3,0.0,0.0,0.0,14.4,14.4,14.4,2.06,0.48,0,0,1,0,0,,0.0,,,,0.07,1,0,,,0
1551,2024-03-30,2024,3,30,90,13,0,1.0,0.0,0.0,0,14.4,0.0,0.0,14.4,14.4,14.4,2.06,0.48,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
1552,2024-03-31,2024,3,31,91,13,0,1.0,0.0,0.0,0,0.0,14.4,0.0,14.4,14.4,14.4,2.06,0.48,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
1553,2024-04-01,2024,4,1,92,14,0,0.866025,-0.5,0.0,0,0.0,0.0,14.4,0.0,14.4,14.4,2.06,0.48,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
1554,2024-04-02,2024,4,2,93,14,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,14.4,14.4,2.06,0.48,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
1555,2024-04-03,2024,4,3,94,14,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,14.4,2.06,0.48,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
1556,2024-04-04,2024,4,4,95,14,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,14.4,2.06,0.48,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
1557,2024-04-05,2024,4,5,96,14,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1558,2024-04-06,2024,4,6,97,14,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
1559,2024-04-07,2024,4,7,98,14,0,0.866025,-0.5,41.6,3,0.0,0.0,0.0,41.6,41.6,41.6,5.94,1.87,0,0,1,0,0,,0.0,,,,0.12,1,0,,,0
1560,2024-04-08,2024,4,8,99,15,0,0.866025,-0.5,0.0,0,41.6,0.0,0.0,41.6,41.6,41.6,5.94,1.87,0,0,0,0,0,,0.0,,,,0.12,1,0,,,0
1561,2024-04-09,2024,4,9,100,15,0,0.866025,-0.5,0.0,0,0.0,41.6,0.0,41.6,41.6,41.6,5.94,1.87,0,0,0,0,0,,0.0,,,,0.12,1,0,,,0
1562,2024-04-10,2024,4,10,101,15,0,0.866025,-0.5,0.0,0,0.0,0.0,41.6,0.0,41.6,41.6,5.94,1.87,0,0,0,0,0,,0.0,,,,0.12,1,0,,,0
1563,2024-04-11,2024,4,11,102,15,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,41.6,41.6,5.94,1.87,0,0,0,0,0,,0.0,,,,0.12,1,0,,,0
1564,2024-04-12,2024,4,12,103,15,0,0.866025,-0.5,15.9,3,0.0,0.0,0.0,15.9,15.9,57.5,8.21,2.4,0,0,1,0,0,,0.0,,,,0.15,1,0,,,0
1565,2024-04-13,2024,4,13,104,15,0,0.866025,-0.5,0.0,0,15.9,0.0,0.0,15.9,15.9,57.5,8.21,2.4,0,0,0,0,0,,0.0,,,,0.15,1,0,,,0
1566,2024-04-14,2024,4,14,105,15,0,0.866025,-0.5,0.0,0,0.0,15.9,0.0,15.9,15.9,15.9,2.27,2.4,0,0,0,0,0,,0.0,,,,0.08,1,0,,,0
1567,2024-04-15,2024,4,15,106,16,0,0.866025,-0.5,12.2,3,0.0,0.0,15.9,12.2,28.1,28.1,4.01,2.8,0,0,1,0,0,,0.0,,,,0.1,1,0,,,0
1568,2024-04-16,2024,4,16,107,16,0,0.866025,-0.5,0.0,0,12.2,0.0,0.0,12.2,28.1,28.1,4.01,2.8,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
1569,2024-04-17,2024,4,17,108,16,0,0.866025,-0.5,0.0,0,0.0,12.2,0.0,12.2,12.2,28.1,4.01,2.8,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
1570,2024-04-18,2024,4,18,109,16,0,0.866025,-0.5,0.0,0,0.0,0.0,12.2,0.0,12.2,28.1,4.01,2.8,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
1571,2024-04-19,2024,4,19,110,16,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,12.2,12.2,1.74,2.8,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
1572,2024-04-20,2024,4,20,111,16,0,0.866025,-0.5,18.4,3,0.0,0.0,0.0,18.4,18.4,30.6,4.37,3.42,0,0,1,0,0,,0.0,,,,0.1,1,0,,,0
1573,2024-04-21,2024,4,21,112,16,0,0.866025,-0.5,3.1,2,18.4,0.0,0.0,21.5,21.5,33.7,4.81,3.52,0,0,2,0,0,,0.0,,,,0.16,1,0,,,0
1574,2024-04-22,2024,4,22,113,17,0,0.866025,-0.5,0.0,0,3.1,18.4,0.0,21.5,21.5,21.5,3.07,3.52,0,0,0,0,0,,0.0,,,,0.09,1,0,,,0
